ticket_id,ticket_number,customer_id,subscription_id,opened_at,resolved_at,status,category,priority,channel,assignee,first_response_hours,csat_score
284,TCK-000284,32,36,2025-05-07,2025-05-07,solved,how_to,medium,in_app,priya.shah,1,
285,TCK-000285,32,36,2026-06-01,2026-06-01,solved,bug,urgent,chat,emma.cole,1,4
286,TCK-000286,32,36,2025-03-28,2025-03-29,solved,how_to,medium,in_app,marcus.holm,7,5
287,TCK-000287,32,36,2024-11-23,2024-11-23,solved,feature_request,high,in_app,priya.shah,1,4
288,TCK-000288,32,36,2024-08-14,2024-08-14,solved,how_to,high,phone,priya.shah,1,
289,TCK-000289,32,36,2024-12-08,2024-12-08,solved,bug,low,email,priya.shah,2,4
290,TCK-000290,32,36,2026-04-22,2026-04-22,closed,bug,medium,chat,priya.shah,2,
291,TCK-000291,32,36,2024-05-11,2024-05-11,closed,outage,high,in_app,jonas.becker,5,
292,TCK-000292,32,36,2025-01-27,2025-01-27,closed,bug,medium,chat,marcus.holm,1,2
293,TCK-000293,32,36,2024-07-31,2024-07-31,solved,how_to,medium,chat,marcus.holm,2,
294,TCK-000294,32,36,2025-11-23,,open,bug,medium,email,ava.nguyen,24,
295,TCK-000295,32,36,2025-05-25,2025-05-26,solved,onboarding,medium,email,ava.nguyen,5,3
296,TCK-000296,34,38,2025-07-09,2025-07-10,solved,bug,medium,in_app,marcus.holm,3,5
297,TCK-000297,34,38,2026-02-12,2026-02-12,solved,outage,high,chat,priya.shah,1,
298,TCK-000298,34,38,2026-06-06,2026-06-07,solved,bug,low,email,marcus.holm,8,
299,TCK-000299,34,38,2025-05-28,2025-05-28,solved,feature_request,high,in_app,ava.nguyen,1,
300,TCK-000300,34,38,2025-04-24,2025-04-25,solved,bug,medium,email,marcus.holm,3,3
301,TCK-000301,34,38,2026-07-02,2026-07-02,solved,how_to,low,email,priya.shah,1,
302,TCK-000302,34,38,2025-12-15,2025-12-15,solved,onboarding,medium,in_app,marcus.holm,3,
303,TCK-000303,34,38,2025-05-15,2025-05-15,solved,billing,low,in_app,ava.nguyen,1,
304,TCK-000304,34,38,2025-12-26,2025-12-26,solved,billing,medium,in_app,ava.nguyen,1,2
305,TCK-000305,35,39,2026-02-07,2026-02-07,solved,how_to,medium,in_app,emma.cole,3,
306,TCK-000306,35,39,2026-05-26,2026-05-26,closed,how_to,urgent,in_app,ava.nguyen,1,3
307,TCK-000307,35,39,2025-08-10,2025-08-10,closed,how_to,low,in_app,jonas.becker,1,5
308,TCK-000308,35,39,2026-05-08,2026-05-08,solved,feature_request,medium,chat,marcus.holm,2,4
309,TCK-000309,36,40,2024-05-20,2024-05-20,solved,how_to,medium,email,marcus.holm,2,
310,TCK-000310,36,40,2025-08-17,2025-08-17,solved,how_to,medium,email,marcus.holm,1,
311,TCK-000311,36,40,2025-03-08,2025-03-08,solved,onboarding,low,chat,emma.cole,2,5
312,TCK-000312,36,40,2025-02-07,2025-02-08,solved,onboarding,low,email,emma.cole,5,
313,TCK-000313,36,40,2025-04-17,2025-04-17,closed,how_to,medium,in_app,marcus.holm,1,4
314,TCK-000314,36,40,2024-11-04,2024-11-05,solved,how_to,low,in_app,ava.nguyen,2,
315,TCK-000315,36,40,2026-04-07,,open,billing,low,in_app,priya.shah,8,
316,TCK-000316,36,40,2024-09-10,2024-09-10,solved,billing,high,in_app,marcus.holm,2,
317,TCK-000317,36,40,2024-10-16,2024-10-16,solved,outage,urgent,in_app,ava.nguyen,1,
318,TCK-000318,36,40,2026-08-10,2026-08-10,solved,billing,high,email,marcus.holm,2,4
319,TCK-000319,36,40,2026-04-27,2026-04-27,solved,how_to,medium,chat,marcus.holm,2,
320,TCK-000320,36,40,2025-03-16,2025-03-16,closed,onboarding,urgent,in_app,marcus.holm,3,5
321,TCK-000321,36,40,2026-04-26,2026-04-26,solved,billing,low,chat,ava.nguyen,1,4
322,TCK-000322,36,40,2025-08-29,2025-08-29,solved,bug,medium,in_app,priya.shah,2,1
323,TCK-000323,36,40,2025-11-17,2025-11-17,solved,how_to,medium,email,jonas.becker,1,5
324,TCK-000324,36,40,2026-02-19,,open,onboarding,medium,chat,jonas.becker,,
325,TCK-000325,36,40,2025-08-13,2025-08-13,solved,how_to,medium,email,priya.shah,1,
326,TCK-000326,36,40,2024-05-17,2024-05-17,solved,onboarding,low,phone,jonas.becker,7,
327,TCK-000327,36,40,2025-10-29,2025-10-29,solved,how_to,urgent,email,ava.nguyen,1,4
328,TCK-000328,36,40,2025-10-25,2025-10-26,closed,bug,medium,email,marcus.holm,8,
329,TCK-000329,36,40,2024-05-17,2024-05-17,solved,how_to,high,in_app,priya.shah,1,
330,TCK-000330,36,40,2025-07-01,2025-07-01,closed,bug,low,in_app,jonas.becker,1,
331,TCK-000331,36,40,2025-03-14,2025-03-15,closed,onboarding,low,chat,marcus.holm,5,2
332,TCK-000332,36,40,2025-12-23,2025-12-23,solved,how_to,high,email,jonas.becker,1,
333,TCK-000333,36,40,2024-12-25,2024-12-25,closed,feature_request,medium,in_app,ava.nguyen,1,
334,TCK-000334,36,40,2025-08-22,2025-08-22,closed,how_to,low,chat,priya.shah,1,5
335,TCK-000335,36,40,2025-03-21,2025-03-25,solved,bug,medium,in_app,ava.nguyen,23,
336,TCK-000336,36,40,2025-02-23,2025-02-23,closed,how_to,low,in_app,jonas.becker,5,
337,TCK-000337,36,40,2026-01-11,2026-01-11,solved,how_to,high,in_app,jonas.becker,1,
338,TCK-000338,37,41,2025-09-20,2025-09-20,closed,feature_request,low,chat,emma.cole,1,
339,TCK-000339,37,41,2026-06-29,2026-06-29,solved,outage,urgent,email,ava.nguyen,1,
340,TCK-000340,37,41,2025-11-29,2025-11-29,solved,feature_request,medium,chat,emma.cole,1,1
341,TCK-000341,37,41,2026-06-06,2026-06-06,solved,how_to,medium,in_app,emma.cole,1,
342,TCK-000342,37,41,2026-01-28,2026-01-28,solved,bug,low,email,ava.nguyen,2,
343,TCK-000343,37,41,2026-02-28,2026-03-03,closed,how_to,low,in_app,ava.nguyen,10,
344,TCK-000344,37,41,2025-12-17,2025-12-17,solved,how_to,medium,email,priya.shah,3,
345,TCK-000345,37,41,2026-05-26,2026-05-26,solved,how_to,medium,email,jonas.becker,1,
346,TCK-000346,37,41,2025-11-24,2025-11-25,solved,feature_request,medium,email,ava.nguyen,11,5
347,TCK-000347,37,41,2026-03-10,,open,bug,low,email,unassigned,4,
348,TCK-000348,37,41,2026-07-07,2026-07-07,closed,billing,medium,email,jonas.becker,1,4
349,TCK-000349,37,41,2025-12-20,,open,how_to,medium,email,marcus.holm,24,
350,TCK-000350,37,41,2026-04-07,2026-04-07,solved,onboarding,medium,in_app,emma.cole,2,
351,TCK-000351,37,41,2026-01-25,2026-01-25,solved,onboarding,medium,email,jonas.becker,2,4
352,TCK-000352,37,41,2026-02-13,2026-02-13,solved,feature_request,urgent,in_app,marcus.holm,1,
353,TCK-000353,37,41,2026-03-25,2026-03-25,solved,onboarding,high,email,emma.cole,1,1
354,TCK-000354,37,41,2026-02-25,,open,how_to,medium,in_app,marcus.holm,8,
355,TCK-000355,37,41,2026-08-06,2026-08-06,solved,bug,high,chat,marcus.holm,2,5
356,TCK-000356,37,41,2026-06-16,2026-06-16,solved,how_to,medium,email,ava.nguyen,1,
357,TCK-000357,37,41,2026-04-02,2026-04-02,solved,bug,low,email,jonas.becker,2,2
358,TCK-000358,37,41,2026-06-17,2026-06-17,solved,feature_request,medium,chat,jonas.becker,1,
359,TCK-000359,37,41,2026-07-06,2026-07-06,solved,billing,high,chat,marcus.holm,1,
360,TCK-000360,37,41,2026-04-05,2026-04-05,solved,how_to,medium,phone,priya.shah,1,1
361,TCK-000361,37,41,2026-08-14,2026-08-14,solved,billing,low,in_app,emma.cole,2,5
362,TCK-000362,37,41,2026-05-04,2026-05-04,solved,how_to,low,email,marcus.holm,1,
363,TCK-000363,37,41,2026-04-19,2026-04-19,closed,how_to,high,in_app,jonas.becker,1,4
364,TCK-000364,37,41,2025-09-13,2025-09-13,solved,feature_request,medium,phone,marcus.holm,1,
365,TCK-000365,37,41,2026-02-25,2026-02-25,solved,how_to,low,email,marcus.holm,4,5
366,TCK-000366,37,41,2025-11-09,2025-11-09,solved,bug,medium,in_app,emma.cole,1,3
367,TCK-000367,37,41,2026-07-17,2026-07-17,solved,how_to,high,email,ava.nguyen,1,
368,TCK-000368,37,41,2026-08-21,2026-08-21,solved,how_to,medium,chat,ava.nguyen,1,
369,TCK-000369,37,41,2026-08-15,2026-08-15,closed,feature_request,low,email,jonas.becker,1,
370,TCK-000370,37,41,2025-12-30,2025-12-30,solved,bug,high,in_app,jonas.becker,1,3
371,TCK-000371,37,41,2026-08-29,,open,feature_request,high,email,priya.shah,,
372,TCK-000372,37,41,2025-11-28,2025-11-28,solved,onboarding,low,email,marcus.holm,3,5
373,TCK-000373,37,41,2025-12-27,2025-12-27,closed,how_to,medium,chat,emma.cole,1,
374,TCK-000374,37,41,2026-06-30,2026-06-30,solved,billing,low,email,marcus.holm,1,2
375,TCK-000375,38,42,2025-12-10,2025-12-11,solved,billing,low,phone,jonas.becker,2,
376,TCK-000376,38,42,2025-04-16,2025-04-16,closed,billing,medium,email,emma.cole,1,
377,TCK-000377,38,42,2024-09-29,2024-09-30,closed,bug,low,in_app,jonas.becker,8,1
378,TCK-000378,38,42,2024-07-26,2024-07-27,solved,bug,medium,in_app,emma.cole,7,3
379,TCK-000379,38,42,2025-08-17,2025-08-17,solved,billing,medium,in_app,emma.cole,2,
380,TCK-000380,38,42,2023-02-17,2023-02-17,closed,feature_request,medium,email,jonas.becker,1,
381,TCK-000381,38,42,2025-09-19,2025-09-20,solved,how_to,urgent,chat,priya.shah,8,4
382,TCK-000382,38,42,2026-03-09,2026-03-10,closed,onboarding,medium,email,priya.shah,6,5
383,TCK-000383,38,42,2023-04-21,2023-04-21,solved,billing,medium,email,priya.shah,1,
384,TCK-000384,38,42,2024-04-08,2024-04-08,solved,bug,low,email,emma.cole,1,
385,TCK-000385,38,42,2023-10-31,2023-11-01,solved,billing,medium,in_app,emma.cole,6,5
386,TCK-000386,38,42,2023-03-09,2023-03-09,solved,bug,medium,email,priya.shah,4,
387,TCK-000387,38,42,2023-02-16,2023-02-16,solved,feature_request,low,chat,jonas.becker,2,1
388,TCK-000388,38,42,2025-06-02,2025-06-02,closed,bug,medium,email,priya.shah,3,2
389,TCK-000389,38,42,2024-12-27,2024-12-27,solved,feature_request,high,in_app,ava.nguyen,2,4
390,TCK-000390,38,42,2024-01-15,2024-01-15,solved,feature_request,medium,phone,marcus.holm,1,
391,TCK-000391,39,43,2024-05-27,2024-05-27,solved,bug,high,chat,emma.cole,2,5
392,TCK-000392,39,43,2026-02-16,2026-02-16,solved,billing,low,email,ava.nguyen,4,4
393,TCK-000393,39,43,2024-10-21,2024-10-21,closed,bug,medium,email,emma.cole,1,
394,TCK-000394,39,43,2025-03-01,2025-03-02,closed,how_to,low,email,jonas.becker,10,4
395,TCK-000395,39,43,2025-10-09,2025-10-09,solved,how_to,medium,email,ava.nguyen,1,5
396,TCK-000396,39,43,2026-07-31,2026-07-31,closed,bug,low,email,marcus.holm,4,4
397,TCK-000397,39,43,2025-06-10,2025-06-10,solved,onboarding,medium,in_app,emma.cole,1,5
398,TCK-000398,39,43,2025-09-04,2025-09-09,solved,bug,low,email,jonas.becker,47,5
399,TCK-000399,39,43,2025-12-11,2025-12-11,solved,how_to,high,in_app,priya.shah,1,
400,TCK-000400,39,43,2025-03-30,2025-03-30,closed,how_to,high,email,ava.nguyen,1,5
401,TCK-000401,39,43,2025-10-21,2025-10-21,solved,feature_request,high,in_app,jonas.becker,1,
402,TCK-000402,39,43,2024-09-25,2024-09-25,closed,billing,low,in_app,marcus.holm,1,4
403,TCK-000403,39,43,2026-05-11,2026-05-11,solved,how_to,low,phone,priya.shah,1,
404,TCK-000404,39,43,2025-04-28,2025-04-28,solved,how_to,high,email,emma.cole,1,3
405,TCK-000405,39,43,2026-01-03,2026-01-03,solved,billing,high,in_app,priya.shah,1,
406,TCK-000406,39,43,2024-05-01,,open,bug,medium,chat,jonas.becker,,
407,TCK-000407,40,44,2026-03-08,2026-03-08,solved,how_to,high,in_app,ava.nguyen,1,
408,TCK-000408,40,44,2025-08-02,2025-08-02,solved,outage,high,email,emma.cole,1,
409,TCK-000409,40,44,2025-08-21,2025-08-21,closed,how_to,urgent,email,priya.shah,1,
410,TCK-000410,40,44,2026-05-13,2026-05-13,closed,feature_request,medium,phone,priya.shah,3,3
411,TCK-000411,40,44,2025-11-11,2025-11-11,solved,onboarding,medium,email,jonas.becker,5,
412,TCK-000412,40,44,2025-09-11,2025-09-11,solved,how_to,high,in_app,marcus.holm,1,
413,TCK-000413,40,44,2026-05-16,2026-05-16,solved,how_to,medium,email,marcus.holm,1,4
414,TCK-000414,40,44,2026-03-18,2026-03-18,solved,bug,low,phone,jonas.becker,1,5
415,TCK-000415,40,44,2025-11-22,2025-11-22,solved,billing,low,in_app,jonas.becker,1,5
416,TCK-000416,41,45,2023-03-02,2023-03-02,solved,billing,low,in_app,priya.shah,1,5
417,TCK-000417,41,45,2023-03-02,2023-03-02,closed,feature_request,high,email,ava.nguyen,1,5
418,TCK-000418,41,45,2023-07-29,2023-07-29,solved,how_to,medium,chat,emma.cole,1,
419,TCK-000419,42,46,2025-11-19,2025-11-19,solved,feature_request,medium,email,ava.nguyen,1,
420,TCK-000420,42,46,2024-07-31,2024-07-31,solved,bug,high,in_app,emma.cole,2,
421,TCK-000421,42,46,2026-04-23,2026-04-23,solved,feature_request,medium,phone,priya.shah,1,2
422,TCK-000422,42,46,2022-12-08,2022-12-08,solved,how_to,medium,phone,jonas.becker,1,
423,TCK-000423,42,46,2022-08-02,2022-08-02,solved,bug,high,email,emma.cole,1,
424,TCK-000424,42,46,2025-09-06,2025-09-07,closed,how_to,medium,email,marcus.holm,2,
425,TCK-000425,42,46,2026-05-23,2026-05-23,solved,how_to,medium,email,priya.shah,2,
426,TCK-000426,42,46,2026-05-14,2026-05-14,solved,outage,urgent,email,ava.nguyen,2,5
427,TCK-000427,42,46,2023-11-25,2023-11-25,solved,feature_request,medium,chat,ava.nguyen,2,
428,TCK-000428,42,46,2026-07-31,2026-08-01,closed,billing,low,in_app,marcus.holm,5,5
429,TCK-000429,42,46,2026-03-16,2026-03-16,closed,billing,medium,email,jonas.becker,1,
430,TCK-000430,42,46,2022-11-22,2022-11-22,closed,how_to,medium,email,jonas.becker,1,
431,TCK-000431,42,46,2024-11-16,2024-11-18,closed,how_to,low,chat,ava.nguyen,12,
432,TCK-000432,42,46,2024-12-30,2024-12-30,solved,how_to,medium,in_app,ava.nguyen,1,5
433,TCK-000433,42,46,2022-10-08,2022-10-09,solved,billing,low,email,jonas.becker,7,4
434,TCK-000434,42,46,2023-05-02,2023-05-02,solved,how_to,high,email,ava.nguyen,1,2
435,TCK-000435,42,46,2022-10-06,2022-10-06,solved,billing,medium,email,jonas.becker,2,
436,TCK-000436,42,46,2023-04-02,2023-04-02,solved,billing,medium,chat,marcus.holm,1,
437,TCK-000437,42,46,2024-09-15,2024-09-16,solved,how_to,medium,email,priya.shah,8,2
438,TCK-000438,42,46,2025-10-18,2025-10-18,solved,feature_request,medium,chat,ava.nguyen,1,
439,TCK-000439,42,46,2024-10-01,2024-10-01,solved,bug,low,chat,jonas.becker,2,
440,TCK-000440,43,47,2024-03-09,2024-03-09,closed,billing,medium,in_app,ava.nguyen,1,2
441,TCK-000441,43,47,2022-10-19,2022-10-19,solved,how_to,medium,phone,emma.cole,5,
442,TCK-000442,43,47,2023-01-06,2023-01-06,solved,how_to,urgent,in_app,jonas.becker,5,
443,TCK-000443,43,47,2023-09-03,,open,bug,high,email,ava.nguyen,,
444,TCK-000444,43,47,2023-07-18,2023-07-18,solved,how_to,medium,in_app,priya.shah,4,
445,TCK-000445,43,47,2023-04-10,2023-04-10,closed,how_to,medium,email,jonas.becker,2,
446,TCK-000446,44,48,2026-08-13,2026-08-13,solved,how_to,urgent,in_app,jonas.becker,1,4
447,TCK-000447,44,48,2025-11-29,2025-11-29,solved,feature_request,low,phone,ava.nguyen,5,5
448,TCK-000448,44,48,2026-08-22,2026-08-23,solved,how_to,medium,email,marcus.holm,9,
449,TCK-000449,44,48,2026-01-17,2026-01-17,solved,bug,low,email,marcus.holm,2,
450,TCK-000450,44,48,2026-02-22,2026-02-22,solved,feature_request,high,chat,emma.cole,1,4
451,TCK-000451,44,48,2024-02-03,2024-02-03,closed,billing,low,chat,priya.shah,1,
452,TCK-000452,44,48,2024-09-14,2024-09-14,closed,bug,medium,email,marcus.holm,2,4
453,TCK-000453,44,48,2025-05-21,2025-05-21,solved,how_to,high,in_app,marcus.holm,1,
454,TCK-000454,44,48,2026-02-01,2026-02-01,solved,bug,low,phone,jonas.becker,3,
455,TCK-000455,44,48,2025-03-03,2025-03-03,solved,how_to,urgent,in_app,priya.shah,1,
456,TCK-000456,44,48,2025-06-16,2025-06-16,solved,how_to,low,in_app,jonas.becker,1,4
457,TCK-000457,44,48,2026-06-21,2026-06-22,solved,how_to,medium,chat,emma.cole,5,
458,TCK-000458,44,48,2024-04-22,2024-04-22,solved,billing,medium,in_app,priya.shah,1,
459,TCK-000459,44,48,2025-04-01,2025-04-01,closed,bug,low,in_app,jonas.becker,1,5
460,TCK-000460,44,48,2025-04-24,2025-04-24,solved,bug,medium,chat,priya.shah,1,
461,TCK-000461,44,48,2024-04-17,2024-04-17,solved,how_to,medium,email,jonas.becker,5,4
462,TCK-000462,44,48,2025-12-12,2025-12-12,closed,how_to,medium,email,jonas.becker,3,
463,TCK-000463,44,48,2025-05-09,2025-05-09,solved,bug,medium,in_app,jonas.becker,4,4
464,TCK-000464,44,48,2025-12-13,2025-12-13,solved,bug,high,email,ava.nguyen,1,3
465,TCK-000465,44,48,2026-07-18,,open,bug,high,in_app,ava.nguyen,4,
466,TCK-000466,46,50,2026-05-03,,open,bug,low,email,unassigned,,
467,TCK-000467,46,50,2026-04-10,,open,outage,urgent,email,jonas.becker,2,
468,TCK-000468,46,50,2025-07-19,2025-07-19,closed,feature_request,urgent,in_app,ava.nguyen,1,4
469,TCK-000469,46,50,2026-07-06,2026-07-06,solved,how_to,medium,email,priya.shah,4,
470,TCK-000470,46,50,2026-04-23,2026-04-23,solved,how_to,medium,email,jonas.becker,1,
471,TCK-000471,47,51,2026-03-03,2026-03-03,solved,onboarding,low,in_app,jonas.becker,1,
472,TCK-000472,47,51,2026-02-04,2026-02-05,solved,onboarding,medium,in_app,ava.nguyen,9,3
473,TCK-000473,47,51,2026-02-11,2026-02-11,solved,feature_request,medium,in_app,ava.nguyen,1,
474,TCK-000474,47,51,2026-07-08,2026-07-08,solved,bug,low,email,priya.shah,1,
475,TCK-000475,47,51,2026-01-21,2026-01-21,closed,feature_request,medium,email,jonas.becker,1,1
476,TCK-000476,48,52,2025-04-28,2025-04-28,solved,how_to,medium,in_app,ava.nguyen,1,
477,TCK-000477,48,52,2025-08-12,2025-08-12,solved,how_to,medium,email,marcus.holm,1,5
478,TCK-000478,48,52,2025-05-29,2025-05-29,solved,how_to,urgent,email,priya.shah,1,
479,TCK-000479,48,52,2025-12-01,2025-12-01,solved,how_to,urgent,in_app,emma.cole,1,
480,TCK-000480,48,52,2025-04-01,2025-04-01,solved,how_to,high,in_app,marcus.holm,1,
481,TCK-000481,48,52,2026-01-18,2026-01-18,solved,billing,low,in_app,marcus.holm,1,5
482,TCK-000482,48,52,2025-05-29,2025-05-29,solved,how_to,high,email,jonas.becker,1,
483,TCK-000483,49,53,2026-07-04,2026-07-04,solved,onboarding,medium,chat,emma.cole,3,
484,TCK-000484,50,54,2025-07-05,2025-07-06,solved,feature_request,medium,chat,jonas.becker,9,1
485,TCK-000485,50,54,2024-06-11,2024-06-11,solved,feature_request,high,email,jonas.becker,1,5
486,TCK-000486,50,54,2024-09-14,2024-09-17,solved,onboarding,medium,in_app,marcus.holm,30,4
487,TCK-000487,50,54,2024-08-20,2024-08-20,solved,bug,high,email,ava.nguyen,5,4
488,TCK-000488,50,54,2026-02-19,2026-02-19,solved,bug,low,chat,ava.nguyen,2,
489,TCK-000489,50,54,2025-09-07,2025-09-07,solved,feature_request,urgent,chat,ava.nguyen,1,3
490,TCK-000490,50,54,2024-04-24,2024-04-24,solved,how_to,medium,email,emma.cole,2,
491,TCK-000491,50,54,2024-05-18,,open,how_to,high,email,ava.nguyen,4,
492,TCK-000492,50,54,2025-10-20,2025-10-20,solved,how_to,medium,email,priya.shah,3,
493,TCK-000493,50,54,2026-01-07,2026-01-07,solved,bug,medium,in_app,ava.nguyen,2,
494,TCK-000494,50,54,2024-12-20,2024-12-20,solved,feature_request,low,phone,marcus.holm,2,
495,TCK-000495,50,54,2025-03-29,2025-03-29,solved,how_to,medium,in_app,jonas.becker,1,5
496,TCK-000496,51,55,2024-07-31,2024-08-01,solved,onboarding,medium,email,emma.cole,2,
497,TCK-000497,51,55,2025-08-28,2025-08-28,solved,feature_request,low,email,ava.nguyen,4,5
498,TCK-000498,51,55,2024-05-28,2024-05-31,solved,billing,low,in_app,marcus.holm,22,5
499,TCK-000499,51,55,2026-02-18,2026-02-18,solved,feature_request,urgent,email,ava.nguyen,1,5
500,TCK-000500,51,55,2024-05-26,2024-05-26,solved,billing,low,email,ava.nguyen,1,
501,TCK-000501,51,55,2025-06-28,,open,billing,low,chat,jonas.becker,4,
502,TCK-000502,51,55,2024-07-12,2024-07-12,solved,onboarding,high,in_app,emma.cole,1,5
503,TCK-000503,51,55,2025-04-23,2025-04-23,solved,feature_request,medium,phone,marcus.holm,1,
504,TCK-000504,51,55,2026-01-15,2026-01-15,solved,how_to,high,email,jonas.becker,1,
505,TCK-000505,52,56,2026-03-20,2026-03-20,closed,feature_request,low,chat,marcus.holm,1,5
506,TCK-000506,52,56,2025-03-05,2025-03-05,solved,bug,medium,email,ava.nguyen,1,5
507,TCK-000507,52,56,2025-09-04,2025-09-04,solved,how_to,low,email,jonas.becker,2,5
508,TCK-000508,52,56,2024-06-16,2024-06-16,solved,bug,low,in_app,priya.shah,1,
509,TCK-000509,52,56,2025-10-25,2025-10-25,closed,onboarding,low,email,marcus.holm,2,
510,TCK-000510,52,56,2024-04-28,2024-04-30,solved,bug,medium,in_app,marcus.holm,9,5
511,TCK-000511,52,56,2025-03-12,2025-03-12,solved,how_to,medium,chat,ava.nguyen,1,
512,TCK-000512,52,56,2026-05-01,2026-05-01,solved,billing,low,email,priya.shah,4,3
513,TCK-000513,52,56,2024-02-18,2024-02-18,closed,bug,low,chat,priya.shah,3,
514,TCK-000514,52,56,2024-01-15,2024-01-16,solved,bug,medium,email,priya.shah,12,4
515,TCK-000515,52,56,2025-03-10,,open,feature_request,high,email,jonas.becker,2,
516,TCK-000516,52,56,2025-10-09,2025-10-09,closed,bug,urgent,in_app,emma.cole,1,
517,TCK-000517,52,56,2023-12-05,2023-12-05,closed,how_to,medium,email,marcus.holm,2,
518,TCK-000518,52,56,2024-02-06,2024-02-06,solved,billing,low,phone,jonas.becker,2,
519,TCK-000519,52,56,2024-10-05,2024-10-05,solved,bug,medium,chat,jonas.becker,1,
520,TCK-000520,53,57,2023-11-01,2023-11-01,closed,how_to,medium,email,emma.cole,2,
521,TCK-000521,53,57,2023-05-11,2023-05-14,solved,feature_request,medium,email,jonas.becker,8,4
522,TCK-000522,53,57,2022-12-18,2022-12-18,closed,billing,medium,email,marcus.holm,1,
523,TCK-000523,53,57,2024-08-03,2024-08-03,solved,how_to,medium,chat,priya.shah,1,
524,TCK-000524,53,57,2022-11-24,2022-11-24,solved,bug,urgent,email,ava.nguyen,1,
525,TCK-000525,54,58,2023-08-12,2023-08-12,solved,onboarding,urgent,chat,ava.nguyen,1,
526,TCK-000526,54,58,2023-09-07,2023-09-07,solved,how_to,low,email,priya.shah,2,
527,TCK-000527,55,59,2026-03-08,2026-03-08,solved,feature_request,medium,email,priya.shah,1,5
528,TCK-000528,55,59,2025-10-11,2025-10-11,solved,bug,low,email,emma.cole,4,2
